message_id,timestamp,author,channel,message
1435516118323171368,2025-11-05T06:28:33.208000+00:00,pronubamazing123123,🎉︱introduce-yourself,"Hey <@614338398995480583> nice timing, we have an onboarding online info session for our DDSC T3 Tech Expo today. Feel free to hop in to learn more about the even. You can check <#1341537989687509033> for the link."
1435514754025128036,2025-11-05T06:23:07.934000+00:00,bigari43,🎉︱introduce-yourself,"Hey everyone, I’m Ari. I study sports science, but I’m trying to make data part of the plan too. Saw the chat hasn’t moved in a bit, so I thought I’d break the silence. Hopefully this doesn’t scare everyone off.😅"
1414140906931752992,2025-09-07T06:51:05.680000+00:00,rythondev,🎉︱introduce-yourself,"Hi I'm Ryan, final year Bachelors of Computer science (full stack development) student

If anyone knows how to find a Web dev internship pls hmu"
1407999622533611612,2025-08-21T08:07:49.380000+00:00,sagar010_,🎉︱introduce-yourself,<@1340844743583596558>
1407999546646335583,2025-08-21T08:07:31.287000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1396504809175253125> has reached level **1**. GG!
1407999545631309856,2025-08-21T08:07:31.045000+00:00,sagar010_,🎉︱introduce-yourself,Ohhk
1407971943465877564,2025-08-21T06:17:50.176000+00:00,hosekim555,🎉︱introduce-yourself,<@1340844743583596558> might be able to help!
1407890791489208360,2025-08-21T00:55:22.037000+00:00,sagar010_,🎉︱introduce-yourself,And can anyone help me with web dev assignments because idk why they have put it in data science course structure
1407890631778369557,2025-08-21T00:54:43.959000+00:00,sagar010_,🎉︱introduce-yourself,Hello everyone My name is sagar and I am in my first year of masters of data science
1407890434927104000,2025-08-21T00:53:57.026000+00:00,Deleted User#0000,🎉︱introduce-yourself,"Hey everyone! My name's Joshua, I am in my 2nd year doing bachelor's in AI at Deakin burwood! Joined the group hoping to connect with people and see what others are up to in similar fields and also get inspired and find out what direction I'd like to go with learning AI 😅"
1407327494964777011,2025-08-19T11:37:01.680000+00:00,hosekim555,🎉︱introduce-yourself,Welcome Kelly! We have a super similar background - I did my undergrad in Acct & Fin as well 😄
1407322893037207603,2025-08-19T11:18:44.495000+00:00,anxamm,🎉︱introduce-yourself,Hi <@1407269265694003210>. Welcome 😇
1407320101815849050,2025-08-19T11:07:39.016000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1407269265694003210> has reached level **1**. GG!
1407320100565946450,2025-08-19T11:07:38.718000+00:00,kelly_jrc,🎉︱introduce-yourself,"Hey everyone, I’m Kelly 👋
I’m doing my Master of Applied AI at Deakin (Waurn Ponds). My background is in Accounting and Finance, but I’m now diving into data science and AI. Super interested in machine learning and how data can solve real-world problems in business and technology. Excited to learn, share ideas, meet people in the club and have the same passion for innovation! 🚀"
1407269142356168716,2025-08-19T07:45:09.334000+00:00,.phospher,🎉︱introduce-yourself,Welcome <@1407267047582466079>  <:76090yougotthisyt:1402509782740631582>
1407268664251646002,2025-08-19T07:43:15.345000+00:00,alessio_79249,🎉︱introduce-yourself,"Hey everyone 
I’m Alessio, a Computer Science student at Deakin with a big interest in AI, data science, and biology.
I joined DDSC to learn more, connect with people on similar paths, and hopefully join some projects/events.
Looking forward to meeting you all 🙂"
1403753243271757824,2025-08-09T14:54:13.670000+00:00,aeriami,🎉︱introduce-yourself,🙂
1403380579956949032,2025-08-08T14:13:23.812000+00:00,.phospher,🎉︱introduce-yourself,<:76090yougotthisyt:1402509782740631582>
1403380359290163402,2025-08-08T14:12:31.201000+00:00,cloudy.chan,🎉︱introduce-yourself,"oh its fine, we were definitely too loud the other day. especially when she's doing the interviews"
1403380135243026555,2025-08-08T14:11:37.784000+00:00,.phospher,🎉︱introduce-yourself,Won't say the tutor name don't wanna get in trouble
1403380034558886061,2025-08-08T14:11:13.779000+00:00,.phospher,🎉︱introduce-yourself,who's that
1403380006750650479,2025-08-08T14:11:07.149000+00:00,.phospher,🎉︱introduce-yourself,Andrea
1403379953461891213,2025-08-08T14:10:54.444000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1333747321942446101> has reached level **1**. GG!
1403379947481075722,2025-08-08T14:10:53.018000+00:00,punithanp,🎉︱introduce-yourself,"Oh, Andrea?"
1403379880825196615,2025-08-08T14:10:37.126000+00:00,.phospher,🎉︱introduce-yourself,"She's a bit strict with that tbh, like we're at uni we can make a bit more noise"
1403379756006637710,2025-08-08T14:10:07.367000+00:00,.phospher,🎉︱introduce-yourself,ahahahahaaha
1403379686200836147,2025-08-08T14:09:50.724000+00:00,cloudy.chan,🎉︱introduce-yourself,no im one of the loud girls that keeps bothering the tutor
1403379201867776001,2025-08-08T14:07:55.250000+00:00,.phospher,🎉︱introduce-yourself,are u the indian guy next to me
1403379179084447855,2025-08-08T14:07:49.818000+00:00,.phospher,🎉︱introduce-yourself,I don't see who
1403379114949349456,2025-08-08T14:07:34.527000+00:00,.phospher,🎉︱introduce-yourself,yee probably
1403379043516022960,2025-08-08T14:07:17.496000+00:00,cloudy.chan,🎉︱introduce-yourself,is that the blonde one
1403378985857188031,2025-08-08T14:07:03.749000+00:00,.phospher,🎉︱introduce-yourself,Tall ass guy
1403378962964680784,2025-08-08T14:06:58.291000+00:00,cloudy.chan,🎉︱introduce-yourself,who's tom
1403378934321643631,2025-08-08T14:06:51.462000+00:00,.phospher,🎉︱introduce-yourself,?
1403378927547715676,2025-08-08T14:06:49.847000+00:00,.phospher,🎉︱introduce-yourself,Ur tom
1403378886271569992,2025-08-08T14:06:40.006000+00:00,.phospher,🎉︱introduce-yourself,who are you ?
1403378842483167254,2025-08-08T14:06:29.566000+00:00,.phospher,🎉︱introduce-yourself,what ?
1403378809402822718,2025-08-08T14:06:21.679000+00:00,.phospher,🎉︱introduce-yourself,workshop
1403378794156527616,2025-08-08T14:06:18.044000+00:00,cloudy.chan,🎉︱introduce-yourself,232
1403378786845851699,2025-08-08T14:06:16.301000+00:00,.phospher,🎉︱introduce-yourself,I only go to one
1403378775692939346,2025-08-08T14:06:13.642000+00:00,.phospher,🎉︱introduce-yourself,which class
1403378750942478376,2025-08-08T14:06:07.741000+00:00,.phospher,🎉︱introduce-yourself,bruh how can you know
1403378697628811386,2025-08-08T14:05:55.030000+00:00,Arcane#7800,🎉︱introduce-yourself,<@509252743706443787> has reached level **1**. GG!
1403378696617725982,2025-08-08T14:05:54.789000+00:00,cloudy.chan,🎉︱introduce-yourself,i think ur in my class actually 😭
1403378549364359168,2025-08-08T14:05:19.681000+00:00,.phospher,🎉︱introduce-yourself,Nice same exact thing for me
1403378363162169355,2025-08-08T14:04:35.287000+00:00,cloudy.chan,🎉︱introduce-yourself,"hey hey! you can call me cloud, first year bachelor of data sci student :)"
1401834383262089316,2025-08-04T07:49:21.793000+00:00,Arcane#7800,🎉︱introduce-yourself,<@423379328739573760> has reached level **1**. GG!
1401830036134432881,2025-08-04T07:32:05.357000+00:00,sgsmdy_,🎉︱introduce-yourself,"Hi guys! I'm Khalisha, studying bachelor of AI and I'm in my 2nd year"
1401560389967286414,2025-08-03T13:40:36.701000+00:00,hosekim555,🎉︱introduce-yourself,Welcome guys! to the best club in town 😎
1401528288194727996,2025-08-03T11:33:03.042000+00:00,.phospher,🎉︱introduce-yourself,Nice to meet you guys  <@1401194386271899688>  <@1398991599144538113>  <@1401451877857759303>  <@423379328739573760> !! Keen to know more about you guys !
1401528080153051176,2025-08-03T11:32:13.441000+00:00,.phospher,🎉︱introduce-yourself,what's the tiktok account I wanna follow
1401457995107401798,2025-08-03T06:53:43.864000+00:00,reazulhasanprince,🎉︱introduce-yourself,Hello guys.. I am Reazul Hasan Prince from Waurn ponds campus. I am doing master in Applied Artificial Intelligence (professional). Nice to meet you..
1401457949037297814,2025-08-03T06:53:32.880000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1398991599144538113> has reached level **1**. GG!
1401457948076544093,2025-08-03T06:53:32.651000+00:00,anushi97,🎉︱introduce-yourself,"Hii , I am Anushi. I am a doing master of IT (major data science) at burwood uni."
1401457483444256818,2025-08-03T06:51:41.874000+00:00,saivishnu2861._14361,🎉︱introduce-yourself,"Hey guys, I am Sai. I am doing masters in business analytics at the Burwood campus. I am in my final year."
1401453268739297281,2025-08-03T06:34:57.010000+00:00,rexv801,🎉︱introduce-yourself,hey wilson please change you per-server nam to make it easier for us all
1401452977662857348,2025-08-03T06:33:47.612000+00:00,pronubamazing123123,🎉︱introduce-yourself,"Hola guys, my name is Wilson. I'll be your TikTok social media manager for DDSC. I'm taking Bachelor of AI and I'm in my 2nd year! 

My profile picture is not me btw"
1399951892456542288,2025-07-30T03:09:01.010000+00:00,bv1004,🎉︱introduce-yourself,Thanks! : )
1399741768899104769,2025-07-29T13:14:03.650000+00:00,rexv801,🎉︱introduce-yourself,Welcome <@948149616082292767>
1399724657313185835,2025-07-29T12:06:03.930000+00:00,Arcane#7800,🎉︱introduce-yourself,<@948149616082292767> has reached level **1**. GG!
1399724656272871474,2025-07-29T12:06:03.682000+00:00,bv1004,🎉︱introduce-yourself,: )
1399724185072173269,2025-07-29T12:04:11.339000+00:00,.phospher,🎉︱introduce-yourself,Welcome <@948149616082292767>
1399722784405459014,2025-07-29T11:58:37.394000+00:00,bv1004,🎉︱introduce-yourself,"Hi guys, I'm Bhavya 
I'm studying Bachelors of Comp Science majoring in Data Science. 
I am also in my second year at Burwood campus"
1395651285029617694,2025-07-18T06:19:56.298000+00:00,Arcane#7800,🎉︱introduce-yourself,<@745680979112230974> has reached level **1**. GG!
1395340208567877724,2025-07-17T09:43:49.890000+00:00,hosekim555,🎉︱introduce-yourself,Great to have you here Dipsan! For non-Burwood students we hold Online Discord events every Saturday and Tuesday evenings so you can learn and grow together! Of course open to Burwood students as well
1395317066646687754,2025-07-17T08:11:52.426000+00:00,dipsan9270,🎉︱introduce-yourself,Hello guys. I am Dipsan. I am currently pursuing Master of Applied AI from the Waurn Ponds campus
1393068623526100992,2025-07-11T03:17:21.812000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1347737665377800266> has reached level **1**. GG!
1393068621504184412,2025-07-11T03:17:21.330000+00:00,julioc_19553,🎉︱introduce-yourself,I’m building my network so if  anyone wants to connect this my LinkedIn https://www.linkedin.com/in/julio-leon-prada-428739a1?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app
1393067116353290271,2025-07-11T03:11:22.474000+00:00,julioc_19553,🎉︱introduce-yourself,
1393066984425652296,2025-07-11T03:10:51.020000+00:00,b.pritchard,🎉︱introduce-yourself,"a bunch of people were asking about connecting through linkedin.
here's my profile.
https://www.linkedin.com/in/ben-p-742a7623a/"
1391290531048456242,2025-07-06T05:31:51.530000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1094189747225772072> has reached level **1**. GG!
1391290529907605614,2025-07-06T05:31:51.258000+00:00,mohanwadia,🎉︱introduce-yourself,thanks 🙏
1391286613761589319,2025-07-06T05:16:17.576000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1234465733820289027> has reached level **2**. GG!
1391286613031653456,2025-07-06T05:16:17.402000+00:00,trminh06.,🎉︱introduce-yourself,"From my pov, it’s like a simple DS class, where you work with some tasks in cleaning, importing data, mostly deal with visualization and pandas library
Not anything too challenging, it was the easiest of four that I took last trimester"
1391037171791822901,2025-07-05T12:45:05.976000+00:00,mohanwadia,🎉︱introduce-yourself,tysm
1391033181326671966,2025-07-05T12:29:14.575000+00:00,kazuna._.,🎉︱introduce-yourself,oh alright
1391033013898317874,2025-07-05T12:28:34.657000+00:00,noxxchapter,🎉︱introduce-yourself,so i think
1391032991161126913,2025-07-05T12:28:29.236000+00:00,noxxchapter,🎉︱introduce-yourself,well i heard this one
1391032917752418356,2025-07-05T12:28:11.734000+00:00,kazuna._.,🎉︱introduce-yourself,Are we having meetings
1391032861515321396,2025-07-05T12:27:58.326000+00:00,kazuna._.,🎉︱introduce-yourself,Wdym soon
1391032718233702513,2025-07-05T12:27:24.165000+00:00,noxxchapter,🎉︱introduce-yourself,hope we can meet soon ^o^
1391032475295158362,2025-07-05T12:26:26.244000+00:00,kazuna._.,🎉︱introduce-yourself,112 kinda easy no worries
1391032350573596713,2025-07-05T12:25:56.508000+00:00,noxxchapter,🎉︱introduce-yourself,https://tenor.com/view/gomu-gomu-gator-gomugator-crypto-animation-gif-10605922666927932385
1391032328024752262,2025-07-05T12:25:51.132000+00:00,kazuna._.,🎉︱introduce-yourself,I alr passed
1391032295397392405,2025-07-05T12:25:43.353000+00:00,kazuna._.,🎉︱introduce-yourself,Nah
1391032239625867355,2025-07-05T12:25:30.056000+00:00,kazuna._.,🎉︱introduce-yourself,Lemme check the name
1391032163968745472,2025-07-05T12:25:12.018000+00:00,noxxchapter,🎉︱introduce-yourself,are you current study 112
1391031936520032357,2025-07-05T12:24:17.790000+00:00,noxxchapter,🎉︱introduce-yourself,🙂
1391031935312199801,2025-07-05T12:24:17.502000+00:00,kazuna._.,🎉︱introduce-yourself,Yo hi country-mate
1391031928899108875,2025-07-05T12:24:15.973000+00:00,noxxchapter,🎉︱introduce-yourself,good to see someone from my country
1391031860313718964,2025-07-05T12:23:59.621000+00:00,noxxchapter,🎉︱introduce-yourself,"new to aus, new to deakin"
1391031835437432902,2025-07-05T12:23:53.690000+00:00,kazuna._.,🎉︱introduce-yourself,Sleepy rn obviously haha
1391031755292545125,2025-07-05T12:23:34.582000+00:00,tuananhne0238_02436,🎉︱introduce-yourself,Ohh you from Vietnam :))
1391031731481739414,2025-07-05T12:23:28.905000+00:00,noxxchapter,🎉︱introduce-yourself,Damn I am Chuong. We are same country 🤓 👍
1391031625923428442,2025-07-05T12:23:03.738000+00:00,b.pritchard,🎉︱introduce-yourself,how are you?
1391031608659935242,2025-07-05T12:22:59.622000+00:00,b.pritchard,🎉︱introduce-yourself,hey Kiet
1391031577231753377,2025-07-05T12:22:52.129000+00:00,Arcane#7800,🎉︱introduce-yourself,<@1358725387676553358> has reached level **1**. GG!
1391031576267067454,2025-07-05T12:22:51.899000+00:00,kazuna._.,🎉︱introduce-yourself,Hello guyz I’m Kiet and I’m currently studying bache of AI
1391031283634798612,2025-07-05T12:21:42.130000+00:00,b.pritchard,🎉︱introduce-yourself,"come say hi next week at the edu meet-up.
we'll post the date, time and location soon."
1391031129540136982,2025-07-05T12:21:05.391000+00:00,noxxchapter,🎉︱introduce-yourself,wow i also new to 112 tks a lot
1391031061047283743,2025-07-05T12:20:49.061000+00:00,Arcane#7800,🎉︱introduce-yourself,<@715467772888350720> has reached level **2**. GG!
1391030950544015390,2025-07-05T12:20:22.715000+00:00,b.pritchard,🎉︱introduce-yourself,https://www.codecademy.com/catalog/subject/data-science
1391030789256384563,2025-07-05T12:19:44.261000+00:00,b.pritchard,🎉︱introduce-yourself,"hi <@1094189747225772072> 
112 is a intro course.
just make sure you get the definitions and terms they use clear in your head.
make sure to do a little programming practice outside of the unit material.
it will give you a different perspective on the topic.
don't need much just 15-20  minutes a week"
1391024020115427409,2025-07-05T11:52:50.372000+00:00,mohanwadia,🎉︱introduce-yourself,hi do you have any advice for 112? Just starting it rn
1357305169792077906,2025-04-03T10:46:09.989000+00:00,.phospher,🎉︱introduce-yourself,no worries
1357305102486077450,2025-04-03T10:45:53.942000+00:00,brianbrian121,🎉︱introduce-yourself,thanks bro lmao
1357305092495380672,2025-04-03T10:45:51.560000+00:00,brianbrian121,🎉︱introduce-yourself,i hope so
1357305075453919282,2025-04-03T10:45:47.497000+00:00,brianbrian121,🎉︱introduce-yourself,lmaooo
1357305069938413689,2025-04-03T10:45:46.182000+00:00,brianbrian121,🎉︱introduce-yourself,the computer systems stuff is gonna fuck me tho
1357305037847658567,2025-04-03T10:45:38.531000+00:00,.phospher,🎉︱introduce-yourself,but I know you'll be fine bro
1357305018553991359,2025-04-03T10:45:33.931000+00:00,brianbrian121,🎉︱introduce-yourself,im just doing predicate stuff rn its not too hard
1357304988887552090,2025-04-03T10:45:26.858000+00:00,brianbrian121,🎉︱introduce-yourself,thank u so much lmao
1357304961632833737,2025-04-03T10:45:20.360000+00:00,.phospher,🎉︱introduce-yourself,i'll try to help you as much as I can
1357304930565619843,2025-04-03T10:45:12.953000+00:00,.phospher,🎉︱introduce-yourself,we have the same units so yeah tell me what you need with
1357304873707896973,2025-04-03T10:44:59.397000+00:00,brianbrian121,🎉︱introduce-yourself,thats easy
1357304867902717983,2025-04-03T10:44:58.013000+00:00,brianbrian121,🎉︱introduce-yourself,data science is fine
1357304859002667148,2025-04-03T10:44:55.891000+00:00,brianbrian121,🎉︱introduce-yourself,"programming, discrete maths, computer systems, and data science"
1357304725728399380,2025-04-03T10:44:24.116000+00:00,brianbrian121,🎉︱introduce-yourself,whoops
1357304724176638042,2025-04-03T10:44:23.746000+00:00,.phospher,🎉︱introduce-yourself,tell me what units
1357304686427897976,2025-04-03T10:44:14.746000+00:00,brianbrian121,🎉︱introduce-yourself,saturday i think
1357304636742303885,2025-04-03T10:44:02.900000+00:00,.phospher,🎉︱introduce-yourself,for sunday right
1357304623873916931,2025-04-03T10:43:59.832000+00:00,brianbrian121,🎉︱introduce-yourself,so like
1357304603150123099,2025-04-03T10:43:54.891000+00:00,brianbrian121,🎉︱introduce-yourself,i have like 3 or 4 tasks due in 2 days
1357304573697724447,2025-04-03T10:43:47.869000+00:00,brianbrian121,🎉︱introduce-yourself,i might
1357304521239433366,2025-04-03T10:43:35.362000+00:00,.phospher,🎉︱introduce-yourself,anyways brian if you need any help please feel free to ask me
1357303129934397462,2025-04-03T10:38:03.649000+00:00,Arcane#7800,🎉︱introduce-yourself,<@313084666800373770> has reached level **1**. GG!
1357303129099472976,2025-04-03T10:38:03.450000+00:00,brianbrian121,🎉︱introduce-yourself,not really lmao
1357302497089290360,2025-04-03T10:35:32.767000+00:00,brianbrian121,🎉︱introduce-yourself,idk
1357302485433450606,2025-04-03T10:35:29.988000+00:00,brianbrian121,🎉︱introduce-yourself,me?
1357302311617040434,2025-04-03T10:34:48.547000+00:00,tinaa073,🎉︱introduce-yourself,Good luck man😭😭
1357302063607840789,2025-04-03T10:33:49.417000+00:00,.phospher,🎉︱introduce-yourself,Like your quite advanced no ?
1357302049712111858,2025-04-03T10:33:46.104000+00:00,deadzone0803,🎉︱introduce-yourself,I have just finished my seminar ;)))
1357302026291122299,2025-04-03T10:33:40.520000+00:00,.phospher,🎉︱introduce-yourself,I feel like you’re doing good Brian
1357302012814819418,2025-04-03T10:33:37.307000+00:00,deadzone0803,🎉︱introduce-yourself,So do I
1357301909958037626,2025-04-03T10:33:12.784000+00:00,brianbrian121,🎉︱introduce-yourself,so its just hitting me like a fucking truck
1357301871383154728,2025-04-03T10:33:03.587000+00:00,brianbrian121,🎉︱introduce-yourself,it shouldnt be that hard but im not used to the work load bc i didnt study at all in year 12 really
1357301807982055485,2025-04-03T10:32:48.471000+00:00,brianbrian121,🎉︱introduce-yourself,computer science
1357301773538168862,2025-04-03T10:32:40.259000+00:00,tinaa073,🎉︱introduce-yourself,which course do u have
1357301680714289255,2025-04-03T10:32:18.128000+00:00,brianbrian121,🎉︱introduce-yourself,im scared
1357301620433621053,2025-04-03T10:32:03.756000+00:00,tinaa073,🎉︱introduce-yourself,same
1357301509947134103,2025-04-03T10:31:37.414000+00:00,.phospher,🎉︱introduce-yourself,Well me too Brian
1357301443429662810,2025-04-03T10:31:21.555000+00:00,brianbrian121,🎉︱introduce-yourself,"hello, im brian and university is destroying me from the inside"
1350685639972225209,2025-03-16T04:22:31.095000+00:00,b.pritchard,🎉︱introduce-yourself,i'm about to do some R coding for that unit right now!
1350667920820142162,2025-03-16T03:12:06.520000+00:00,michelle040644,🎉︱introduce-yourself,I'm doing SIT743 this trimester
1350045340102955089,2025-03-14T09:58:11.710000+00:00,trminh06.,🎉︱introduce-yourself,And interesting as well
1350045288735182869,2025-03-14T09:57:59.463000+00:00,trminh06.,🎉︱introduce-yourself,Yah cuz they are my core modules
1350043682983772286,2025-03-14T09:51:36.622000+00:00,b.pritchard,🎉︱introduce-yourself,i see you're taking a couple of math classes as well.
1350043496727445515,2025-03-14T09:50:52.215000+00:00,b.pritchard,🎉︱introduce-yourself,yep
1350043456113999923,2025-03-14T09:50:42.532000+00:00,trminh06.,🎉︱introduce-yourself,Yah but at least I’m not starting from scratch
1350043229600481321,2025-03-14T09:49:48.527000+00:00,b.pritchard,🎉︱introduce-yourself,"yeah, so easy to forget it all"
1350043193806159912,2025-03-14T09:49:39.993000+00:00,trminh06.,🎉︱introduce-yourself,😆😆
1350043185690185759,2025-03-14T09:49:38.058000+00:00,trminh06.,🎉︱introduce-yourself,So im noob now
1350043171983331339,2025-03-14T09:49:34.790000+00:00,trminh06.,🎉︱introduce-yourself,"But for more than 1 year currently, I quitted doing it"
1350043100734685276,2025-03-14T09:49:17.803000+00:00,trminh06.,🎉︱introduce-yourself,I used to do it a lot
1350043100684353611,2025-03-14T09:49:17.791000+00:00,b.pritchard,🎉︱introduce-yourself,sure haha
1350043072037130262,2025-03-14T09:49:10.961000+00:00,trminh06.,🎉︱introduce-yourself,Is Competitive programming counted
1350042102905442385,2025-03-14T09:45:19.902000+00:00,b.pritchard,🎉︱introduce-yourself,had you done any coding before starting at deakin?
1350041995032399914,2025-03-14T09:44:54.183000+00:00,trminh06.,🎉︱introduce-yourself,But we’re homie right 😆😆
1350041964879544390,2025-03-14T09:44:46.994000+00:00,trminh06.,🎉︱introduce-yourself,AI actually
1350041935418490920,2025-03-14T09:44:39.970000+00:00,trminh06.,🎉︱introduce-yourself,"192, 194, 112 and 120"
1350041930368553030,2025-03-14T09:44:38.766000+00:00,b.pritchard,🎉︱introduce-yourself,into data science?
1350041862903431189,2025-03-14T09:44:22.681000+00:00,b.pritchard,🎉︱introduce-yourself,awesome
1350041772990140488,2025-03-14T09:44:01.244000+00:00,trminh06.,🎉︱introduce-yourself,"Yup, I will transfer to my 2nd year in uni this July"
1350041605221908520,2025-03-14T09:43:21.245000+00:00,b.pritchard,🎉︱introduce-yourself,deakin college is a pathway into the uni?
1350041537018593321,2025-03-14T09:43:04.984000+00:00,b.pritchard,🎉︱introduce-yourself,so which units are you studying?
1350041511487868938,2025-03-14T09:42:58.897000+00:00,b.pritchard,🎉︱introduce-yourself,cool.
1350034147950723094,2025-03-14T09:13:43.293000+00:00,trminh06.,🎉︱introduce-yourself,I guess so
1350034138001965106,2025-03-14T09:13:40.921000+00:00,trminh06.,🎉︱introduce-yourself,I’m studying at Deakin college and things are going quite well
